309894643,41.9953933,21.4315704,restaurant,Пелистер,italian,Плоштад Македонија,1000,,Skopje,Mo-Th 07:00-00:00; Fr-Sa 07:00-01:00; Su 10:30-00:00,,,,,,https://www.pelisterhotel.com.mk/,,yes,,,,,,,,
310289760,42.0001541,21.416703,cafe,Броз Кафе,,,,,Skopje,,,,,,,,,,,,,,,,,
310348048,41.9985413,21.3918782,fast_food,Лап Лап,,,,,Skopje,,,,,,,,,,,,,,,,,
470916907,42.0003611,21.4268596,fast_food,Жито Леб,,,,,Skopje,,,,,,,,,,,,,,,,,
481098096,42.0031464,21.3995191,restaurant,Енрико,italian,,,,Skopje,,,,,,,,,,,,,,,,,
577538782,42.0198926,21.4349372,restaurant,Prince,,,,,Skopje,,,,,,,,,,,,,,,,,
600905655,42.0028498,21.3926682,restaurant,Две капки,,Хелсинки,,,Skopje,,,158а,,,,,,,,,,,,,,
696669231,41.9869006,21.4368796,restaurant,иВ,,,,,Skopje,,,,,,,,,,,,,,,,,
908273280,42.0001669,21.4369808,bar,Клуб Капан Ан,,,,,Skopje,,,,,,,,,,,,,,,,,
908273433,42.0003099,21.4367576,restaurant,Туpиcт,regional,,,,Skopje,,,,,,,,,,,,,,,,,
918590533,41.98705,21.4313196,fast_food,four seasons,pizza,,,,Skopje,,,,,,,,,,,,,,,,,
933634409,41.9896275,21.4597832,fast_food,Fast food 7,,,,,Skopje,,,,,,,,,,,,,,,,,
1381654588,41.9990725,21.4217901,fast_food,Гирадико,kebab,,,,Skopje,,,,,,,,,,,,,,,,,
1475328750,42.0464013,21.3462963,restaurant,Restoran Tomi,regional,,,,Skopje,,,,,,,,,,,,,,,,,
1475388232,42.0299906,21.3508185,restaurant,Meraklii,regional,,,,Skopje,,,,,,,,,,,,,,,,,
1475404531,42.0078102,21.3695897,fast_food,Пинк,,,,,Skopje,,,,,,,,,,,,,,,,,
1535266560,41.9782792,21.4820381,restaurant,Ресторан Рагуза 919,,,,,Skopje,,,,,,,,,,,,,,,,,
1562023466,41.9993401,21.4358564,bar,Менада,,,,,Skopje,,,,,,,,,no,,,,,,,,
1577483516,42.0035286,21.3975417,restaurant,Старо Буре,international,,,,Skopje,,,,,,,,,,,,,,,,,
1577485951,42.0065185,21.3741187,restaurant,62,regional,,,,Skopje,,,,,,,,,,,,,,,,,
1615830879,42.0034224,21.398346,cafe,Fluid,,,,,Skopje,,,,,,,,,,,,,,,,,
1851476158,41.991008,21.446918,bar,Club Colloseum,,,,,Skopje,,,,,,,,,,,,,,,,,
1857486052,42.0019716,21.4647397,restaurant,Тица - Елени,barbecue,,,,Skopje,,,,,,,,,,,,,,,,,
1866179709,41.9930256,21.4302496,fast_food,Pizza FRESKO,italian,Македонија,1000,,Skopje,,,12,+389 70 567295,,,http://www.facebook.com/Picerijafresko,,yes,,,,,,,,
5268700370,42.0044372,21.3931934,restaurant,Pizza Jakomo,pizza,Никола Русински,1000,,Skopje,,,15,+37976338668;+38978338668,,yes,http://www.pizzajakomo.com/,,,,,yes,,,,,
5284221297,42.0021654,21.4216722,bar,Kaldrma,,,,,Skopje,,,,,,,,,,,,,,,,,
5284221299,42.0022762,21.4217791,bar,Van Gogh,,,,,Skopje,,,,,,,,,,,,,,,,,
5288522422,41.9958526,21.4230134,cafe,Еу ејџ,,,,,Skopje,,,,,,,,,,,,,,,,,
5289706560,41.9915759,21.4279999,fast_food,Burger King,,,,,Skopje,,,,,,,,,,,,,,,,,
6830542186,42.0054082,21.4112093,restaurant,Kaj chme,,,,,Skopje,,,,,,,,,,,,,,,,,
1000000121511815,41.995115,21.422204,restaurant,Ка,grill;local,Митрополит Теодосиј Гологанов,1000,yes,Skopje,,wlan,32b,023214350,,,,,,,,,,,,,
1000000121511817,41.9954805,21.4182853,restaurant,Ѓезме,regional,,1000,yes,Skopje,,,,,,,,,,,,,,,,,
1000000122862785,41.9989973,21.422976,restaurant,Мечос,pizza,Аминта Трети,1000,yes,Skopje,,,,,,,,,,,,,,,,,
1000000123273654,41.976999,21.3743398,restaurant,Св.Пантелејмон - Клет,regional,,1000,yes,Skopje,,,,,,,,,,,,,,,,,
1000000163025981,41.9990758,21.4235227,cafe,Coffee Factory,,Ленинова,1000,yes,Skopje,,,33,,,,,,,,,,,,,,
1000000477325827,42.0021418,21.4220786,restaurant,Чамо,,,,yes,Skopje,,,,,,,,,,,,,,,,,
1000000477325830,42.0021744,21.4222887,restaurant,Ganza,,Ѓорѓи Пешков,,yes,Skopje,,,4,,,,,,,,,,,,,,
1000000477325836,42.0012248,21.4194824,restaurant,Antica,regional,Дебарца,1000,yes,Skopje,,,53,,,yes,,,,,,,,,,,
1000000686912550,42.0258581,21.3803929,restaurant,Krcma Zuto Kombe,regional,,,,Skopje,,,,+389 76 462374,outside,yes,http://www.temovbeer.com/,,,Temov Brewery,,,,,,,
459668143,42.0047876,21.4307036,restaurant,Под Кале,,,,,Skopje,,,,,,,,,,,,,,,,,
459668914,41.9943261,21.4342799,restaurant,Кај Џино,italian,,,,Skopje,,,,+389 2 3121109,outside,yes,http://www.restorangino.mk/,,,,contact@restorangino.mk,,,,,,
459669063,41.9952456,21.4350117,restaurant,Плаза де Торос,Latin_American,Кеј 13 Ноември,1000,,Skopje,,,,,,,,,,,,,,,,,
459670767,41.9952414,21.4310013,cafe,Caffe Skopje,,Македонија,1000,,Skopje,08:00-12:00,,,,,,,,,,,,,,,,
459670779,41.9933851,21.4301082,cafe,Ливинг Рум,,Македонија,1000,,Skopje,Mo-Th 08:00-24:00; Fr Sa 08:00-01:00; Su 10:00-24:00,,,+389 75 898989,outside,yes,,,,,,,,,,,
459670881,41.992653,21.429836,cafe,Плеј Кафе,,Македонија,1000,,Skopje,,,,,,,,,,,,,,,,,
459801246,42.0031059,21.3999451,cafe,Мартини,,,,,Skopje,,,,,,,,,,,,,,,,,
459802458,42.0047028,21.4159604,cafe,Бугати,,,,,Skopje,,,,,,,,,,,,,,,,,
1132688809,41.9953819,21.3274583,restaurant,River Side,,,,,Skopje,,,,,,,,,,,,,,,,,
1355292490,42.0009888,21.417262,cafe,Кафе Змија,,,,,Skopje,,,,,,,,,,,,,,,,,
5289706561,41.9913338,21.4276864,restaurant,Star Ocean,,,,,Skopje,,,,,,,,,,,,,,,,,
5292123332,42.0006556,21.4142706,fast_food,Fatness house,,,,,Skopje,,,,,,,,,,,,,no,,,,
